level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	6	1	3	0	152	757	323	18	-1	
5	1	6	1	3	1	152	758	23	16	93.206490	Big
5	1	6	1	3	2	182	758	37	14	88.945915	book
5	1	6	1	3	3	227	761	13	11	93.010658	of
5	1	6	1	3	4	249	758	62	17	91.320374	knitting
5	1	6	1	3	5	318	753	8	28	93.005600	/
5	1	6	1	3	6	330	757	14	15	93.305183	by
5	1	6	1	3	7	354	757	79	15	91.758102	Katharina
5	1	6	1	3	8	441	758	34	14	86.059387	Buss.
4	1	6	1	4	0	162	788	48	13	-1	
5	1	6	1	4	1	162	788	8	13	78.755630	p.
5	1	6	1	4	2	188	788	22	9	78.689247	cm.
4	1	6	1	5	0	152	807	167	14	-1	
5	1	6	1	5	1	152	807	40	14	92.384491	ISBN
5	1	6	1	5	2	201	807	118	14	91.699455	0-8069-6203-8
4	1	6	1	6	0	154	831	154	16	-1	
5	1	6	1	6	1	154	832	2	13	93.035973	1.
5	1	6	1	6	2	172	831	65	16	88.113121	Knitting.
5	1	6	1	6	3	255	831	3	14	72.506905	1.
5	1	6	1	6	4	271	831	37	15	88.573509	Title.
3	1	6	2	0	0	141	856	170	15	-1	
4	1	6	2	1	0	141	856	170	15	-1	
5	1	6	2	1	1	141	856	86	15	66.984146	TT820.897
5	1	6	2	1	2	275	856	36	14	96.691742	1999
3	1	6	3	0	0	138	880	122	15	-1	
4	1	6	3	1	0	138	880	122	15	-1	
5	1	6	3	1	1	138	880	122	15	75.734253	746.43'2—dc21
2	1	7	0	0	0	273	819	4	2	-1	
3	1	7	1	0	0	273	819	4	2	-1	
4	1	7	1	1	0	273	819	4	2	-1	
5	1	7	1	1	1	273	819	4	2	95.000000	 
2	1	8	0	0	0	284	828	3	18	-1	
3	1	8	1	0	0	284	828	3	18	-1	
4	1	8	1	1	0	284	828	3	18	-1	
5	1	8	1	1	1	284	828	3	18	95.000000	 
2	1	9	0	0	0	613	937	76	15	-1	
3	1	9	1	0	0	613	937	76	15	-1	
4	1	9	1	1	0	613	937	76	15	-1	
5	1	9	1	1	1	613	937	76	15	92.736603	99-20386
2	1	10	0	0	0	128	954	546	113	-1	
3	1	10	1	0	0	128	954	546	67	-1	
4	1	10	1	1	0	128	954	546	22	-1	
5	1	10	1	1	1	128	954	17	14	72.674004	20
5	1	10	1	1	2	166	954	15	14	72.674004	19
5	1	10	1	1	3	203	954	14	14	82.094490	18
5	1	10	1	1	4	239	954	15	14	91.322769	17
5	1	10	1	1	5	276	954	15	14	91.322769	16
5	1	10	1	1	6	312	954	15	14	94.475128	15
5	1	10	1	1	7	349	954	15	15	91.100044	14
5	1	10	1	1	8	386	954	15	14	91.100044	13
5	1	10	1	1	9	643	961	31	15	30.387909	CIp
4	1	10	1	2	0	128	1002	359	19	-1	
5	1	10	1	2	1	128	1003	31	13	74.363525	First
5	1	10	1	2	2	168	1002	80	19	71.072510	paperback
5	1	10	1	2	3	256	1002	55	15	89.218216	edition
5	1	10	1	2	4	319	1002	76	19	91.377090	published
5	1	10	1	2	5	403	1008	13	9	92.779114	in
5	1	10	1	2	6	425	1002	35	15	96.126862	2001
5	1	10	1	2	7	470	1002	17	15	96.747841	by
3	1	10	2	0	0	128	1026	226	17	-1	
4	1	10	2	1	0	128	1026	226	17	-1	
5	1	10	2	1	1	128	1026	60	17	85.841988	Sterling
5	1	10	2	1	2	196	1027	82	16	89.698456	Publishing
5	1	10	2	1	3	285	1028	32	14	89.907837	Co.,
5	1	10	2	1	4	325	1027	29	14	92.269264	Inc.
3	1	10	3	0	0	131	1051	305	16	-1	
4	1	10	3	1	0	131	1051	305	16	-1	
5	1	10	3	1	1	131	1051	23	15	93.075829	387
5	1	10	3	1	2	163	1051	33	14	92.825676	Park
5	1	10	3	1	3	210	1052	55	14	92.687477	Avenue
5	1	10	3	1	4	273	1051	52	16	92.955307	South,
5	1	10	3	1	5	333	1051	33	15	91.526939	New
5	1	10	3	1	6	376	1051	40	16	88.317795	York,
5	1	10	3	1	7	434	1051	2	3	91.979324	N
2	1	11	0	0	0	426	1051	32	15	-1	
3	1	11	1	0	0	426	1051	32	15	-1	
4	1	11	1	1	0	426	1051	32	15	-1	
5	1	11	1	1	1	426	1051	32	15	95.000000	 
2	1	12	0	0	0	451	1051	61	15	-1	
3	1	12	1	0	0	451	1051	61	15	-1	
4	1	12	1	1	0	451	1051	61	15	-1	
5	1	12	1	1	1	451	1051	2	3	41.520409	(.
5	1	12	1	1	2	466	1051	46	15	95.609344	10016
2	1	13	0	0	0	734	359	387	10	-1	
3	1	13	1	0	0	734	359	387	10	-1	
4	1	13	1	1	0	734	359	387	10	-1	
5	1	13	1	1	1	734	359	387	10	95.000000	 
2	1	14	0	0	0	732	362	8	624	-1	
3	1	14	1	0	0	732	362	8	624	-1	
4	1	14	1	1	0	732	362	8	624	-1	
5	1	14	1	1	1	732	362	8	624	95.000000	 
2	1	15	0	0	0	761	424	51	15	-1	
3	1	15	1	0	0	761	424	51	15	-1	
4	1	15	1	1	0	761	424	51	15	-1	
5	1	15	1	1	1	761	424	51	15	92.346901	Inches
2	1	16	0	0	0	770	526	15	63	-1	
3	1	16	1	0	0	770	526	15	63	-1	
4	1	16	1	1	0	770	526	15	63	-1	
5	1	16	1	1	1	770	526	15	63	95.000000	 
2	1	17	0	0	0	847	388	161	567	-1	
3	1	17	1	0	0	847	388	161	567	-1	
4	1	17	1	1	0	850	388	158	20	-1	
5	1	17	1	1	1	850	388	54	16	89.401390	Metric
5	1	17	1	1	2	911	388	97	20	92.059982	Equivalents
4	1	17	1	2	0	851	424	146	16	-1	
5	1	17	1	2	1	851	430	23	9	80.798981	cm
5	1	17	1	2	2	946	424	51	16	92.480247	Inches
4	1	17	1	3	0	853	454	112	16	-1	
5	1	17	1	3	1	853	454	24	15	92.781052	03
5	1	17	1	3	2	948	455	17	15	93.498260	10
4	1	17	1	4	0	853	479	109	15	-1	
5	1	17	1	4	1	853	479	24	14	95.790871	0.6
5	1	17	1	4	2	949	479	13	15	91.925407	11
4	1	17	1	5	0	856	503	108	15	-1	
5	1	17	1	5	1	856	503	22	15	96.364426	1.0
5	1	17	1	5	2	949	503	15	15	94.780212	12
4	1	17	1	6	0	857	527	107	15	-1	
5	1	17	1	6	1	857	527	20	14	74.044983	1.3
5	1	17	1	6	2	949	527	15	15	95.460098	13
4	1	17	1	7	0	857	551	108	16	-1	
5	1	17	1	7	1	857	551	21	15	74.375664	1.6
5	1	17	1	7	2	949	552	16	15	93.275658	14
4	1	17	1	8	0	857	575	108	15	-1	
5	1	17	1	8	1	857	575	21	15	78.396530	1.9
5	1	17	1	8	2	949	575	16	15	95.827080	15
4	1	17	1	9	0	851	595	115	28	-1	
5	1	17	1	9	1	851	595	5	28	42.799698	b
5	1	17	1	9	2	862	599	16	15	12.950714	2
5	1	17	1	9	3	950	600	16	14	94.203217	16
4	1	17	1	10	0	856	624	109	15	-1	
5	1	17	1	10	1	856	624	21	15	79.333221	32
5	1	17	1	10	2	950	624	15	15	92.810127	17
4	1	17	1	11	0	857	648	109	15	-1	
5	1	17	1	11	1	857	648	21	15	96.406693	38
5	1	17	1	11	2	950	648	16	15	91.391052	18
4	1	17	1	12	0	855	672	111	16	-1	
5	1	17	1	12	1	855	673	23	15	95.631905	44
5	1	17	1	12	2	950	672	16	15	93.147346	19
4	1	17	1	13	0	856	697	111	15	-1	
5	1	17	1	13	1	856	697	20	14	62.491482	5.1
5	1	17	1	13	2	948	697	19	15	96.640739	20
4	1	17	1	14	0	855	721	109	16	-1	
5	1	17	1	14	1	855	721	24	16	87.493637	6.4
5	1	17	1	14	2	949	721	15	15	92.564575	21
4	1	17	1	15	0	856	745	110	16	-1	
5	1	17	1	15	1	856	745	23	16	84.877754	7.6
5	1	17	1	15	2	949	745	17	15	92.216461	2
4	1	17	1	16	0	855	770	111	15	-1	
5	1	17	1	16	1	855	770	24	15	91.039795	89
5	1	17	1	16	2	949	770	17	15	71.592575	23
4	1	17	1	17	0	848	794	119	16	-1	
5	1	17	1	17	1	848	794	30	15	92.645203	10.2
5	1	17	1	17	2	949	794	18	16	94.727814	24
4	1	17	1	18	0	848	818	118	16	-1	
5	1	17	1	18	1	848	819	31	15	81.746445	114
5	1	17	1	18	2	949	818	17	15	93.752625	25
4	1	17	1	19	0	848	843	119	15	-1	
5	1	17	1	19	1	848	843	31	15	92.313316	12.7
5	1	17	1	19	2	949	843	18	15	96.759239	26
4	1	17	1	20	0	848	867	119	16	-1	
5	1	17	1	20	1	848	867	31	15	91.095856	15.2
5	1	17	1	20	2	949	867	18	16	66.171326	n
4	1	17	1	21	0	848	891	119	16	-1	
5	1	17	1	21	1	848	892	31	15	55.122490	178
5	1	17	1	21	2	949	891	18	15	94.763359	28
4	1	17	1	22	0	847	916	120	15	-1	
5	1	17	1	22	1	847	916	32	15	86.042038	203
5	1	17	1	22	2	949	916	18	15	92.264847	29
4	1	17	1	23	0	847	940	121	15	-1	
5	1	17	1	23	1	847	940	33	15	94.064560	229
5	1	17	1	23	2	951	940	17	15	96.740364	30
2	1	18	0	0	0	1049	431	23	10	-1	
3	1	18	1	0	0	1049	431	23	10	-1	
4	1	18	1	1	0	1049	431	23	10	-1	
5	1	18	1	1	1	1049	431	23	10	81.812241	cm
2	1	19	0	0	0	1050	455	37	500	-1	
3	1	19	1	0	0	1050	455	37	500	-1	
4	1	19	1	1	0	1050	455	33	16	-1	
5	1	19	1	1	1	1050	455	33	16	89.031754	254
4	1	19	1	2	0	1051	479	33	16	-1	
5	1	19	1	2	1	1051	479	33	16	86.446503	219
4	1	19	1	3	0	1051	503	32	16	-1	
5	1	19	1	3	1	1051	503	32	16	89.979744	30.5
4	1	19	1	4	0	1051	528	33	15	-1	
5	1	19	1	4	1	1051	528	33	15	90.091187	33.0
4	1	19	1	5	0	1053	552	31	15	-1	
5	1	19	1	5	1	1053	552	31	15	91.960274	35.6
4	1	19	1	6	0	1053	576	29	15	-1	
5	1	19	1	6	1	1053	576	29	15	92.837746	38.1
4	1	19	1	7	0	1051	600	34	16	-1	
5	1	19	1	7	1	1051	600	34	16	92.882927	40.6
4	1	19	1	8	0	1051	624	33	16	-1	
5	1	19	1	8	1	1051	624	33	16	88.924919	43.2
4	1	19	1	9	0	1051	648	33	16	-1	
5	1	19	1	9	1	1051	648	33	16	77.171951	45.7
4	1	19	1	10	0	1052	673	33	15	-1	
5	1	19	1	10	1	1052	673	33	15	47.602486	483
4	1	19	1	11	0	1053	697	32	15	-1	
5	1	19	1	11	1	1053	697	32	15	88.643150	50.8
4	1	19	1	12	0	1053	721	32	15	-1	
5	1	19	1	12	1	1053	721	32	15	87.037827	53.3
4	1	19	1	13	0	1053	745	33	15	-1	
5	1	19	1	13	1	1053	745	33	15	92.583160	55.9
4	1	19	1	14	0	1054	769	32	16	-1	
5	1	19	1	14	1	1054	769	32	16	92.851044	58.4
4	1	19	1	15	0	1053	794	34	15	-1	
5	1	19	1	15	1	1053	794	34	15	92.825798	61.0
4	1	19	1	16	0	1053	818	33	15	-1	
5	1	19	1	16	1	1053	818	33	15	92.973053	63.5
4	1	19	1	17	0	1053	842	34	15	-1	
5	1	19	1	17	1	1053	842	34	15	92.479340	66.0
4	1	19	1	18	0	1053	867	34	15	-1	
5	1	19	1	18	1	1053	867	34	15	90.352203	68.6
4	1	19	1	19	0	1054	891	30	16	-1	
5	1	19	1	19	1	1054	891	30	16	71.073540	711
4	1	19	1	20	0	1054	915	32	16	-1	
5	1	19	1	20	1	1054	915	32	16	84.153633	3.7
4	1	19	1	21	0	1054	940	32	15	-1	
5	1	19	1	21	1	1054	940	32	15	90.025383	76.2
2	1	20	0	0	0	737	981	390	7	-1	
3	1	20	1	0	0	737	981	390	7	-1	
4	1	20	1	1	0	737	981	390	7	-1	
5	1	20	1	1	1	737	981	390	7	95.000000	 
2	1	21	0	0	0	127	1073	867	44	-1	
3	1	21	1	0	0	127	1073	867	44	-1	
4	1	21	1	1	0	127	1073	867	21	-1	
5	1	21	1	1	1	127	1075	76	16	87.135513	Originally
5	1	21	1	1	2	213	1075	75	19	91.409134	published
5	1	21	1	1	3	297	1081	13	9	91.409134	in
5	1	21	1	1	4	317	1077	71	14	91.236351	Germany
5	1	21	1	1	5	398	1075	14	16	93.203781	by
5	1	21	1	1	6	423	1075	172	18	91.561234	Urania-Ravensburger
5	1	21	1	1	7	603	1075	45	15	93.112259	under
5	1	21	1	1	8	656	1075	24	15	93.179993	the
5	1	21	1	1	9	688	1075	30	15	87.889458	title
5	1	21	1	1	10	726	1075	28	15	92.992920	Das
5	1	21	1	1	11	760	1074	41	19	70.821442	grofie
5	1	21	1	1	12	808	1074	102	19	27.851173	Ravensburger
5	1	21	1	1	13	916	1073	78	16	89.268509	Strickbuch
4	1	21	1	2	0	131	1099	716	18	-1	
5	1	21	1	2	1	131	1105	1	5	91.919258	©
5	1	21	1	2	2	152	1100	35	14	94.498505	1996
5	1	21	1	2	3	195	1100	14	14	93.301086	by
5	1	21	1	2	4	219	1100	172	17	89.914352	Urania-Ravensburger
5	1	21	1	2	5	398	1106	14	9	86.430588	in
5	1	21	1	2	6	420	1100	24	15	92.278252	the
5	1	21	1	2	7	452	1100	62	15	91.156784	Dornier
5	1	21	1	2	8	522	1099	122	18	88.044914	Medienholding
5	1	21	1	2	9	650	1099	54	15	92.980865	GmbH
5	1	21	1	2	10	712	1099	52	16	82.722260	Berlin,
5	1	21	1	2	11	771	1099	76	18	92.886391	Germany.
2	1	22	0	0	0	128	1124	538	236	-1	
3	1	22	1	0	0	128	1124	477	42	-1	
4	1	22	1	1	0	128	1124	477	18	-1	
5	1	22	1	1	1	128	1124	56	16	83.380386	English
5	1	22	1	1	2	192	1124	85	15	83.380386	translation
5	1	22	1	1	3	289	1129	1	8	92.918404	©
5	1	22	1	1	4	310	1125	35	14	95.366821	1999
5	1	22	1	1	5	352	1124	15	15	91.322845	by
5	1	22	1	1	6	377	1124	62	18	91.322845	Sterling
5	1	22	1	1	7	446	1124	83	18	85.840393	Publishing
5	1	22	1	1	8	536	1125	32	15	88.053329	Co.,
5	1	22	1	1	9	576	1124	29	15	91.774033	Inc.
4	1	22	1	2	0	128	1148	362	18	-1	
5	1	22	1	2	1	128	1148	88	15	92.001656	Distributed
5	1	22	1	2	2	225	1155	13	8	91.828735	in
5	1	22	1	2	3	245	1149	61	15	92.396461	Canada
5	1	22	1	2	4	314	1149	14	14	93.168320	by
5	1	22	1	2	5	338	1149	62	17	91.081367	Sterling
5	1	22	1	2	6	407	1149	83	17	91.490616	Publishing
3	1	22	2	0	0	128	1173	538	187	-1	
4	1	22	2	1	0	148	1173	372	19	-1	
5	1	22	2	1	1	148	1173	76	14	91.910133	Canadian
5	1	22	2	1	2	233	1173	54	15	91.910133	Manda
5	1	22	2	1	3	295	1174	55	18	91.266983	Group,
5	1	22	2	1	4	361	1174	24	14	93.296402	165
5	1	22	2	1	5	394	1174	66	14	88.262672	Dufferin
5	1	22	2	1	6	468	1174	52	15	85.604698	Street,
4	1	22	2	2	0	132	1197	295	16	-1	
5	1	22	2	2	1	132	1198	63	14	92.769127	Toronto,
5	1	22	2	2	2	205	1203	65	10	89.750679	Ontario,
5	1	22	2	2	3	277	1197	61	15	90.844147	Canada
5	1	22	2	2	4	346	1198	39	14	91.079315	M6K
5	1	22	2	2	5	395	1198	32	14	91.014824	3H6
4	1	22	2	3	0	129	1222	485	19	-1	
5	1	22	2	3	1	129	1222	88	14	89.285278	Distributed
5	1	22	2	3	2	225	1228	13	8	91.824745	in
5	1	22	2	3	3	246	1224	43	13	79.944107	Great
5	1	22	2	3	4	299	1222	53	15	89.838745	Britain
5	1	22	2	3	5	359	1222	17	15	93.236099	by
5	1	22	2	3	6	383	1222	72	15	91.903572	Chrysalis
5	1	22	2	3	7	463	1222	47	15	90.503052	Books
5	1	22	2	3	8	517	1223	51	18	90.503052	Group
5	1	22	2	3	9	576	1222	38	16	91.914444	PLC,
4	1	22	2	4	0	132	1246	534	18	-1	
5	1	22	2	4	1	132	1246	24	14	91.813858	The
5	1	22	2	4	2	166	1246	72	14	88.342422	Chrysalis
5	1	22	2	4	3	246	1246	69	17	90.914787	Building,
5	1	22	2	4	4	324	1246	63	15	92.806099	Bramley
5	1	22	2	4	5	395	1246	45	17	92.921852	Road,
5	1	22	2	4	6	449	1246	61	15	92.386909	London
5	1	22	2	4	7	517	1246	39	15	93.103073	W10
5	1	22	2	4	8	563	1246	31	16	23.012543	6SP,
5	1	22	2	4	9	601	1246	65	18	92.414391	England
4	1	22	2	5	0	129	1270	509	19	-1	
5	1	22	2	5	1	129	1270	88	15	90.225296	Distributed
5	1	22	2	5	2	225	1276	14	9	92.382889	in
5	1	22	2	5	3	247	1270	71	15	92.819778	Australia
5	1	22	2	5	4	326	1271	14	14	92.899483	by
5	1	22	2	5	5	349	1272	81	17	92.647331	Capricorn
5	1	22	2	5	6	438	1270	34	15	93.089149	Link
5	1	22	2	5	7	482	1270	84	18	92.064896	(Australia)
5	1	22	2	5	8	575	1271	24	17	93.009056	Pty
5	1	22	2	5	9	607	1270	31	15	51.137276	Ltd.
4	1	22	2	6	0	129	1295	361	16	-1	
5	1	22	2	6	1	129	1295	25	13	89.332817	PO.
5	1	22	2	6	2	166	1295	28	14	92.404694	Box
5	1	22	2	6	3	203	1295	32	15	93.305756	704,
5	1	22	2	6	4	243	1295	69	16	92.804588	Windsor,
5	1	22	2	6	5	336	1295	28	14	91.970940	NSW
5	1	22	2	6	6	373	1295	38	15	93.300262	2756
5	1	22	2	6	7	418	1295	72	15	88.628380	Australia
4	1	22	2	7	0	129	1318	213	16	-1	
5	1	22	2	7	1	129	1318	51	15	93.117744	Printed
5	1	22	2	7	2	187	1319	27	14	93.117744	and
5	1	22	2	7	3	222	1319	48	14	91.876076	Bound
5	1	22	2	7	4	277	1325	12	8	91.992538	in
5	1	22	2	7	5	297	1319	45	15	92.654808	China
4	1	22	2	8	0	128	1342	135	18	-1	
5	1	22	2	8	1	128	1342	22	15	85.614540	All
5	1	22	2	8	2	158	1343	37	17	56.482674	rights
5	1	22	2	8	3	204	1343	59	15	70.611046	reserved
2	1	23	0	0	0	321	1296	12	13	-1	
3	1	23	1	0	0	321	1296	12	13	-1	
4	1	23	1	1	0	321	1296	12	13	-1	
5	1	23	1	1	1	321	1296	12	13	95.000000	 
2	1	24	0	0	0	129	1391	299	44	-1	
3	1	24	1	0	0	129	1391	299	44	-1	
4	1	24	1	1	0	129	1391	299	16	-1	
5	1	24	1	1	1	129	1391	61	16	79.237244	Sterling
5	1	24	1	1	2	204	1392	40	14	68.323120	ISBN
5	1	24	1	1	3	252	1392	119	14	88.705223	0-8069-6203-8
5	1	24	1	1	4	383	1392	45	15	88.705223	Trade
4	1	24	1	2	0	252	1416	176	19	-1	
5	1	24	1	2	1	252	1416	119	16	82.405785	0-8069-6317-4
5	1	24	1	2	2	385	1416	43	19	82.405785	Paper
2	1	25	0	0	0	131	1495	535	69	-1	
3	1	25	1	0	0	131	1495	535	69	-1	
4	1	25	1	1	0	131	1495	535	20	-1	
5	1	25	1	1	1	131	1496	24	14	91.976288	For
5	1	25	1	1	2	163	1500	92	10	91.976288	information
5	1	25	1	1	3	263	1496	43	14	92.844200	about
5	1	25	1	1	4	314	1501	57	10	80.670158	custom
5	1	25	1	1	5	378	1496	67	16	77.667503	editions,
5	1	25	1	1	6	453	1496	52	18	79.996750	special
5	1	25	1	1	7	512	1502	41	10	85.421593	sales,
5	1	25	1	1	8	560	1501	71	14	78.180374	premium
5	1	25	1	1	9	638	1495	28	16	91.638870	and
4	1	25	1	2	0	132	1520	462	19	-1	
5	1	25	1	2	1	132	1525	72	13	90.914467	corporate
5	1	25	1	2	2	213	1520	82	18	86.596794	purchases,
5	1	25	1	2	3	303	1520	46	19	91.214653	please
5	1	25	1	2	4	355	1525	59	10	80.010971	contact
5	1	25	1	2	5	422	1520	62	17	91.612625	Sterling
5	1	25	1	2	6	492	1520	55	19	92.735565	Special
5	1	25	1	2	7	555	1520	39	15	91.558563	Sales
4	1	25	1	3	0	131	1545	504	19	-1	
5	1	25	1	3	1	131	1545	95	18	90.467125	Department
5	1	25	1	3	2	234	1550	12	9	92.751152	at
5	1	25	1	3	3	255	1546	112	15	76.173599	800-805-5489
5	1	25	1	3	4	373	1552	16	8	82.232674	or
5	1	25	1	3	5	396	1546	239	18	70.462303	specialsales(@sterlingpub.com
2	1	26	0	0	0	25	1617	251	18	-1	
3	1	26	1	0	0	25	1617	251	18	-1	
4	1	26	1	1	0	25	1617	251	18	-1	
5	1	26	1	1	1	25	1617	251	18	27.840927	L
2	1	27	0	0	0	276	1630	436	8	-1	
3	1	27	1	0	0	276	1630	436	8	-1	
4	1	27	1	1	0	276	1630	436	8	-1	
5	1	27	1	1	1	276	1630	436	8	95.000000	 
2	1	28	0	0	0	1119	364	10	621	-1	
3	1	28	1	0	0	1119	364	10	621	-1	
4	1	28	1	1	0	1119	364	10	621	-1	
5	1	28	1	1	1	1119	364	10	621	95.000000	 
